ID,Epic,User Story,Acceptance Criteria,Module,Priority,Status,Testable,source_file
US-0206,AI Learning Engine,"As a Admin, I want to add ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,Done,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0207,AI Learning Engine,"As a System, I want to send ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0208,AI Learning Engine,"As a Bot, I want to execute ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0209,AI Learning Engine,"As a Trader, I want to analyze ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0210,AI Learning Engine,"As a IA, I want to add ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0211,AI Learning Engine,"As a UI User, I want to analyze ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0212,AI Learning Engine,"As a Trader, I want to validate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,Done,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0213,AI Learning Engine,"As a UI User, I want to validate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0214,AI Learning Engine,"As a Trader, I want to simulate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,Done,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0215,AI Learning Engine,"As a UI User, I want to filter ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0216,AI Learning Engine,"As a IA, I want to add ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,Done,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0217,AI Learning Engine,"As a IA, I want to simulate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0218,AI Learning Engine,"As a UI User, I want to validate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0219,AI Learning Engine,"As a Admin, I want to add ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0220,AI Learning Engine,"As a IA, I want to send ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0221,AI Learning Engine,"As a System, I want to simulate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0222,AI Learning Engine,"As a Admin, I want to execute ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0223,AI Learning Engine,"As a System, I want to adjust ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0224,AI Learning Engine,"As a IA, I want to validate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0225,AI Learning Engine,"As a Admin, I want to simulate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0226,AI Learning Engine,"As a Bot, I want to send ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0227,AI Learning Engine,"As a Trader, I want to validate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0228,AI Learning Engine,"As a Bot, I want to send ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,Done,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0229,AI Learning Engine,"As a Trader, I want to log ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0230,AI Learning Engine,"As a IA, I want to execute ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0231,AI Learning Engine,"As a Admin, I want to add ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0232,AI Learning Engine,"As a IA, I want to simulate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0233,AI Learning Engine,"As a System, I want to analyze ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,Done,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0234,AI Learning Engine,"As a Admin, I want to add ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,Done,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0235,AI Learning Engine,"As a UI User, I want to analyze ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0236,AI Learning Engine,"As a IA, I want to analyze ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,High,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0237,AI Learning Engine,"As a IA, I want to add ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0238,AI Learning Engine,"As a IA, I want to add ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0239,AI Learning Engine,"As a UI User, I want to validate ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Medium,In Progress,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-0240,AI Learning Engine,"As a Admin, I want to send ai learning engine so that the related functionality executes properly.","- [ ] Action triggers a log
- [ ] Data saved in DB
- [ ] UI feedback shown
- [ ] Error handled gracefully",learn_from_trades.py,Low,To Do,Yes,USER_STORIES_COUVERTURE_TOTALE.xlsx
US-BACKTEST-001,Backtest Engine,"As a Trader, I want to run a backtest over a selected historical date range so that I can evaluate strategy performance.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-002,Backtest Engine,"As a Bot, I want to simulate trades using historical watchlists and strategy rules so that outcomes reflect past conditions.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-003,Backtest Engine,"As a System, I want to log each simulated trade from the backtest into the journal so that results are persistent.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-004,Backtest Engine,"As a Trader, I want to view backtest PnL, win rate, and trade count in a report so that I can assess effectiveness.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-005,Backtest Engine,"As a Bot, I want to apply the current IA weights and scoring logic during backtest so that the simulation reflects real use.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-006,Backtest Engine,"As a System, I want to compare backtest results across different scoring thresholds so that we identify optimal cutoffs.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-007,Backtest Engine,"As a Trader, I want to select which tickers or categories are included in the backtest so that I focus on relevant data.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-008,Backtest Engine,"As a System, I want to save backtest configurations for reuse so that tests can be rerun later.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-009,Backtest Engine,"As an IA, I want to analyze backtest results to update internal performance estimates so that AI becomes more accurate.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-010,Backtest Engine,"As a System, I want to allow exporting all backtest trades to CSV so that I can review externally.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-011,Backtest Engine,"As a Bot, I want to mark each backtest trade as 'Backtest' in the DB so that it's not confused with live trades.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-012,Backtest Engine,"As a Trader, I want to filter backtest output by win/loss or score so that I can spot strong signals.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-013,Backtest Engine,"As a System, I want to show a daily PnL chart from backtest results so that I see strategy progression over time.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-014,Backtest Engine,"As a Bot, I want to detect missing data and skip affected tickers during backtest so that simulation remains accurate.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-015,Backtest Engine,"As a Trader, I want to run two strategy versions side by side for AB testing so that I can choose the better model.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-016,Backtest Engine,"As a System, I want to log all execution decisions during backtest so that behavior is explainable.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-017,Backtest Engine,"As an IA, I want to use the best-performing tickers from backtest for future signal weighting so that success is reinforced.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-018,Backtest Engine,"As a Trader, I want to trigger backtest via the UI and see a progress bar so that I know when results are ready.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-019,Backtest Engine,"As a Bot, I want to simulate intraday entries and exits within historical data so that day trading strategies are validated.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-BACKTEST-020,Backtest Engine,"As a System, I want to limit backtest to a fixed number of API calls so that we stay within free tier limits.","- [ ] Backtest executed
- [ ] Trades stored
- [ ] Metrics shown
- [ ] Results exportable",simulate_backtest.py,High,To Do,Yes,USER_STORIES_BACKTEST_ENGINE.xlsx
US-DB-001,Administration Base de Données,"As a Developer, I want to patch the watchlist table schema automatically, so that all required columns are always present without manual intervention.","- [ ] The function adds missing columns (e.g. 'source', 'timestamp') to the 'watchlist' table
- [ ] No error occurs if columns already exist
- [ ] A log message confirms the patch
- [ ] The function can be triggered from a maintenance menu or CLI",init_db_patch.py,High,To Do,Yes,generated
US-DB-002,Administration Base de Données,"As a Developer, I want to check if a column exists in any table, so that I can use it as a helper in future database migrations or schema evolutions.","- [ ] Returns True if column exists in given table
- [ ] Returns False otherwise
- [ ] Can be used by patching or upgrade scripts
- [ ] Handles invalid table names gracefully",migration.py,Medium,To Do,Yes,generated
US-DB-003,Administration Base de Données,"As an Admin, I want to be able to reset the 'watchlist' table to a clean state, so that I can clear outdated or invalid tickers easily before a new session.","- [ ] A confirmation step is required before deletion
- [ ] Table is emptied but structure is preserved
- [ ] Log entry is created with timestamp
- [ ] Accessible from Admin UI or CLI script",reset_watchlist.py,High,To Do,Yes,planned
US-DB-004,Administration Base de Données,"As an Admin, I want to run a full backup of the trading database before applying updates, so that I can restore data in case of unexpected failure.","- [ ] Generates a .bak file with timestamp
- [ ] Stores backups in a dedicated folder
- [ ] Can be triggered manually or before updates
- [ ] Visible confirmation in logs",backup_db.py,High,To Do,Yes,planned
US-DB-005,Administration Base de Données,"As an Admin, I want a script to clean specific database tables like trades or logs, so that I can reduce file size or reset after testing sessions.","- [ ] Accepts table name as argument
- [ ] Clears content safely without altering structure
- [ ] Can be limited to data older than X days
- [ ] Confirms operation in logs",clean_database.py,Medium,To Do,Yes,planned
